publishedDate,sourceLanguage,sourceRevisionId,sourceTitle,sourceURL,stats,targetLanguage,targetRevisionId,targetTitle,targetURL,translationId
20171104102605,en,804798311,Azerin,//en.wikipedia.org/wiki/Azerin,"{'any': 0.82669196710942, 'human': 0.55534471853257, 'mt': 0.27134724857685, 'mtSectionsCount': 5}",ru,88786177,Азерин,//ru.wikipedia.org/wiki/Азерин,388328
20171105074818,en,806714761,Ministry of Defence (Thailand),//en.wikipedia.org/wiki/Ministry of Defence (Thailand),"{'any': 0.53207218960644, 'human': 0.51924331376386, 'mt': 0.012828875842574, 'mtSectionsCount': 2}",ru,88802287,Министерство обороны Таиланда,//ru.wikipedia.org/wiki/Министерство обороны Таиланда,388379
20171104152114,en,803211041,History of the Jews in Thailand,//en.wikipedia.org/wiki/History of the Jews in Thailand,"{'any': 0.68302227573751, 'human': 0.67218543046358, 'mt': 0.010836845273931, 'mtSectionsCount': 2}",ru,88791486,Евреи в Таиланде,//ru.wikipedia.org/wiki/Евреи в Таиланде,388380
20171104195937,en,763914279,I Can't Get Started (film),//en.wikipedia.org/wiki/I Can't Get Started (film),"{'any': 0.49038461538462, 'human': 0.49038461538462, 'mt': 0, 'mtSectionsCount': 0}",ru,88796181,Я не могу начать (фильм),//ru.wikipedia.org/wiki/Я не могу начать (фильм),388575
20171105100105,en,801651129,Classical Marxism,//en.wikipedia.org/wiki/Classical Marxism,"{'any': 0.30821580037479, 'human': 0.30727882434165, 'mt': 0.00093697603313936, 'mtSectionsCount': 2}",ru,88803997,Классический марксизм,//ru.wikipedia.org/wiki/Классический марксизм,388576
20171104200836,en,665929876,Enrique Hannaberg,//en.wikipedia.org/wiki/Enrique Hannaberg,"{'any': 0.99044585987261, 'human': 0.99044585987261, 'mt': 0, 'mtSectionsCount': 0}",ru,88796393,Энрике Ханнаберг,//ru.wikipedia.org/wiki/Энрике Ханнаберг,388588
20171104202016,en,744047457,A Place Without Parents,//en.wikipedia.org/wiki/A Place Without Parents,"{'any': 1.026936026936, 'human': 1.026936026936, 'mt': 0, 'mtSectionsCount': 0}",ru,88796611,Место без родителей ,//ru.wikipedia.org/wiki/Место без родителей ,388592
20171105092914,en,806072139,Scripting for the Java Platform,//en.wikipedia.org/wiki/Scripting for the Java Platform,"{'any': 1.3484126984127, 'human': 1.0642857142857, 'mt': 0.28412698412698, 'mtSectionsCount': 4}",ru,88803483,Участник:Dm/Scripting for the Java Platform,//ru.wikipedia.org/wiki/Участник:Dm/Scripting for the Java Platform,388619
20171105153800,en,807835505,Ubol Ratana,//en.wikipedia.org/wiki/Ubol Ratana,"{'any': 0.48135954294568, 'human': 0.46557567541396, 'mt': 0.015783867531713, 'mtSectionsCount': 2}",ru,88810217,Убол Ратана,//ru.wikipedia.org/wiki/Убол Ратана,388733
20171105090258,en,807020059,National Regeneration Movement,//en.wikipedia.org/wiki/National Regeneration Movement,"{'any': 0.22717866176132, 'human': 0.2101632559209, 'mt': 0.017015405840423, 'mtSectionsCount': 3}",ru,88803172,Движение национального возрождения,//ru.wikipedia.org/wiki/Движение национального возрождения,388739
20171105213652,en,808891504,Sutherland Springs church shooting,//en.wikipedia.org/wiki/Sutherland Springs church shooting,"{'any': 0.7821608040201, 'human': 0.7821608040201, 'mt': 0, 'mtSectionsCount': 0}",ru,88817603,Стрельба в Сазерленд-Спрингс (2017),//ru.wikipedia.org/wiki/Стрельба в Сазерленд-Спрингс (2017),389045
20171105235925,en,797871277,Rasputin (opera),//en.wikipedia.org/wiki/Rasputin (opera),"{'any': 0.52090032154341, 'human': 0.508038585209, 'mt': 0.012861736334405, 'mtSectionsCount': 2}",ru,88819326,Распутин (опера),//ru.wikipedia.org/wiki/Распутин (опера),389085
20171106053511,en,808929803,Suchinda Kraprayoon,//en.wikipedia.org/wiki/Suchinda Kraprayoon,"{'any': 0.48973860445021, 'human': 0.4849859580903, 'mt': 0.0047526463599049, 'mtSectionsCount': 1}",ru,88824733,Сучинда Крапраюн,//ru.wikipedia.org/wiki/Сучинда Крапраюн,389158
20171106060846,en,758798663,"Abbas Mirza Mosque, Yerevan","//en.wikipedia.org/wiki/Abbas Mirza Mosque, Yerevan","{'any': 0.32377740303541, 'human': 0.29553119730185, 'mt': 0.028246205733558, 'mtSectionsCount': 3}",ru,88825008,"Мечеть Аббаса Мирзы, Ереван","//ru.wikipedia.org/wiki/Мечеть Аббаса Мирзы, Ереван",389172
20171106072622,en,808741522,Yes California,//en.wikipedia.org/wiki/Yes California,"{'any': 0.10481465700895, 'human': 0.10122344634488, 'mt': 0.0035912106640696, 'mtSectionsCount': 3}",ru,88825652,Участник:Sorechuck/Yes California,//ru.wikipedia.org/wiki/Участник:Sorechuck/Yes California,389178
20171106080057,en,808950053,List of people and companies named in the Paradise Papers,//en.wikipedia.org/wiki/List of people and companies named in the Paradise Papers,"{'any': 0.99257493812448, 'human': 0.71271427261894, 'mt': 0.27986066550555, 'mtSectionsCount': 81}",ru,88825982,"Список людей и компаний, упомянутых в Райских документах","//ru.wikipedia.org/wiki/Список людей и компаний, упомянутых в Райских документах",389202
20171106104354,en,802452395,A Far Off Place,//en.wikipedia.org/wiki/A Far Off Place,"{'any': 0.65771812080537, 'human': 0.52035794183445, 'mt': 0.13736017897092, 'mtSectionsCount': 6}",ru,88828486,В плену песков,//ru.wikipedia.org/wiki/В плену песков,389254
20171203134832,en,808012176,Hawaii hotspot,//en.wikipedia.org/wiki/Hawaii hotspot,"{'any': 0.950096703099, 'human': 0.22507084064229, 'mt': 0.72502586245671, 'mtSectionsCount': 67}",ru,89413425,Гавайская горячая точка,//ru.wikipedia.org/wiki/Гавайская горячая точка,389326
20171106212000,en,802346738,European Union laissez-passer,//en.wikipedia.org/wiki/European Union laissez-passer,"{'any': 0.88563458856346, 'human': 0.57996280799628, 'mt': 0.30567178056718, 'mtSectionsCount': 11}",ru,88840368,Участник:Tolparow/Паспорт Европейского Союза,//ru.wikipedia.org/wiki/Участник:Tolparow/Паспорт Европейского Союза,389485
20171108063240,en,803232080,List of mosques in Armenia,//en.wikipedia.org/wiki/List of mosques in Armenia,"{'any': 0.44125465178097, 'human': 0.42105263157895, 'mt': 0.02020202020202, 'mtSectionsCount': 6}",ru,88862536,Список мечетей Армении,//ru.wikipedia.org/wiki/Список мечетей Армении,389585
20171107112419,en,804291621,Olavi Paavolainen,//en.wikipedia.org/wiki/Olavi Paavolainen,"{'any': 0.20132279399903, 'human': 0.20132279399903, 'mt': 0, 'mtSectionsCount': 0}",ru,88848711,"Пааволайнен, Олави","//ru.wikipedia.org/wiki/Пааволайнен, Олави",389647
20171107141832,en,809142035,Sathon Mansion,//en.wikipedia.org/wiki/Sathon Mansion,"{'any': 0.6542332741267, 'human': 0.6542332741267, 'mt': 0, 'mtSectionsCount': 0}",ru,88851650,Саторн,//ru.wikipedia.org/wiki/Саторн,389720
20180630140343,en,813622939,Who's That Girl (soundtrack),//en.wikipedia.org/wiki/Who's That Girl (soundtrack),"{'any': 0.0052068035566474, 'human': 0.0040586366185149, 'mt': 0.0011481669381325, 'mtSectionsCount': 1}",ru,93668214,Участник:Tintin-tintine/Who’s That Girl (саунд),//ru.wikipedia.org/wiki/Участник:Tintin-tintine/Who’s That Girl (саунд),389903
20171108021743,en,750286246,Paul Smith (animator),//en.wikipedia.org/wiki/Paul Smith (animator),"{'any': 0.96888888888889, 'human': 0.91407407407407, 'mt': 0.054814814814815, 'mtSectionsCount': 3}",ru,88860595,Поул Смит (мультипликатор),//ru.wikipedia.org/wiki/Поул Смит (мультипликатор),389954
20171108101821,en,794858121,Not to Be Reproduced,//en.wikipedia.org/wiki/Not to Be Reproduced,"{'any': 0.99568034557235, 'human': 0.76630669546436, 'mt': 0.22937365010799, 'mtSectionsCount': 1}",ru,88864008,Репродуцирование запрещено,//ru.wikipedia.org/wiki/Репродуцирование запрещено,390028
20171108105217,en,780550737,Wigwam (Finnish band),//en.wikipedia.org/wiki/Wigwam (Finnish band),"{'any': 0.7536916715889, 'human': 0.62886394959638, 'mt': 0.12482772199252, 'mtSectionsCount': 13}",ru,88866045,Wigwam,//ru.wikipedia.org/wiki/Wigwam,390095
20171108130932,en,800806090,Suphot Dhirakaosal,//en.wikipedia.org/wiki/Suphot Dhirakaosal,"{'any': 0.60204603580563, 'human': 0.60204603580563, 'mt': 0, 'mtSectionsCount': 0}",ru,88868326,Супот Тиракаосан,//ru.wikipedia.org/wiki/Супот Тиракаосан,390151
20171109093736,en,713799303,Phu Wiang Dinosaur Museum,//en.wikipedia.org/wiki/Phu Wiang Dinosaur Museum,"{'any': 0.75043058904581, 'human': 0.74181880812952, 'mt': 0.0086117809162935, 'mtSectionsCount': 4}",ru,88870283,Музей динозавров Пху-Вианг,//ru.wikipedia.org/wiki/Музей динозавров Пху-Вианг,390181
20171108210724,en,808925331,Jay Reise,//en.wikipedia.org/wiki/Jay Reise,"{'any': 0.63900796080833, 'human': 0.095376607470912, 'mt': 0.54363135333742, 'mtSectionsCount': 36}",ru,88876222,"Риз, Джей","//ru.wikipedia.org/wiki/Риз, Джей",390326
20171109045351,en,805385850,Petrus van Schendel,//en.wikipedia.org/wiki/Petrus van Schendel,"{'any': 0.95844555598307, 'human': 0.77568295498269, 'mt': 0.18276260100038, 'mtSectionsCount': 8}",ru,88879985,"Шендель, Петрус ван","//ru.wikipedia.org/wiki/Шендель, Петрус ван",390387
20171109093718,en,807652193,Chang International Circuit,//en.wikipedia.org/wiki/Chang International Circuit,"{'any': 0.41351532781383, 'human': 0.41194898187514, 'mt': 0.0015663459386887, 'mtSectionsCount': 1}",ru,88883577,Chang International Circuit,//ru.wikipedia.org/wiki/Chang International Circuit,390443
20171110012753,en,795705892,Schultze Gets the Blues,//en.wikipedia.org/wiki/Schultze Gets the Blues,"{'any': 0.65675165250236, 'human': 0.57365439093484, 'mt': 0.083097261567517, 'mtSectionsCount': 5}",ru,88898295,Шульце играет блюз,//ru.wikipedia.org/wiki/Шульце играет блюз,390718
20171109232332,en,806892298,Variable fonts,//en.wikipedia.org/wiki/Variable fonts,"{'any': 0.2354120713856, 'human': 0.14216964106677, 'mt': 0.093242430318829, 'mtSectionsCount': 3}",ru,88897387,Вариативные шрифты,//ru.wikipedia.org/wiki/Вариативные шрифты,390746
20171110091420,en,803220785,National Gallery (Thailand),//en.wikipedia.org/wiki/National Gallery (Thailand),"{'any': 0.86300505050505, 'human': 0.85606060606061, 'mt': 0.0069444444444444, 'mtSectionsCount': 3}",ru,88902505,Национальная галерея (Таиланд),//ru.wikipedia.org/wiki/Национальная галерея (Таиланд),390857
20171110123117,en,800824884,Wat Bang Phra,//en.wikipedia.org/wiki/Wat Bang Phra,"{'any': 0.50018799348289, 'human': 0.49705476876802, 'mt': 0.0031332247148766, 'mtSectionsCount': 2}",ru,88906044,Ват Банг Пхра,//ru.wikipedia.org/wiki/Ват Банг Пхра,390907
20171112172150,en,788387330,Tibet under Yuan rule,//en.wikipedia.org/wiki/Tibet under Yuan rule,"{'any': 0.26029945955524, 'human': 0.25613537698237, 'mt': 0.0041640825728714, 'mtSectionsCount': 4}",ru,88913161,Тибет в составе Юаньской империи,//ru.wikipedia.org/wiki/Тибет в составе Юаньской империи,391037
20171124205702,en,808834820,File size,//en.wikipedia.org/wiki/File size,"{'any': 0.88688876947877, 'human': 0.60666308436325, 'mt': 0.28022568511553, 'mtSectionsCount': 3}",ru,89099136,Размер файла,//ru.wikipedia.org/wiki/Размер файла,391083
20171111020237,en,804767583,Croscore fonts,//en.wikipedia.org/wiki/Croscore fonts,"{'any': 0.39531772575251, 'human': 0.38428093645485, 'mt': 0.011036789297659, 'mtSectionsCount': 3}",ru,88917571,Croscore fonts,//ru.wikipedia.org/wiki/Croscore fonts,391173
20171111085108,en,809612176,Swords of Legends,//en.wikipedia.org/wiki/Swords of Legends,"{'any': 0.90780606514414, 'human': 0.0021527517783602, 'mt': 0.90565331336578, 'mtSectionsCount': 41}",ru,88920726,Мечи легенд,//ru.wikipedia.org/wiki/Мечи легенд,391273
20171119193122,en,778973596,Elicitor,//en.wikipedia.org/wiki/Elicitor,"{'any': 1.0147870227323, 'human': 0.80048554403002, 'mt': 0.21430147870227, 'mtSectionsCount': 5}",ru,89101797,Элиситор,//ru.wikipedia.org/wiki/Элиситор,391385
20171208190040,en,809742024,Cellulose synthase (UDP-forming),//en.wikipedia.org/wiki/Cellulose synthase (UDP-forming),"{'any': 0.60554169176491, 'human': 0.60407882282076, 'mt': 0.0014628689441528, 'mtSectionsCount': 2}",ru,89529637,Целлюлозо-синтаза (УДФ-глюкозу-использующая),//ru.wikipedia.org/wiki/Целлюлозо-синтаза (УДФ-глюкозу-использующая),391518
20171112081654,en,806311961,Jesus Camp,//en.wikipedia.org/wiki/Jesus Camp,"{'any': 1.0079868627305, 'human': 0.96842576696275, 'mt': 0.039561095767709, 'mtSectionsCount': 3}",ru,88940257,Лагерь Иисуса,//ru.wikipedia.org/wiki/Лагерь Иисуса,391533
20171112110644,en,777054788,Chaovarat Chanweerakul,//en.wikipedia.org/wiki/Chaovarat Chanweerakul,"{'any': 0.5278191014579, 'human': 0.5278191014579, 'mt': 0, 'mtSectionsCount': 0}",ru,88943135,"Чанвиракул, Чаоварат","//ru.wikipedia.org/wiki/Чанвиракул, Чаоварат",391721
20171112111255,en,802107612,Erawan Museum,//en.wikipedia.org/wiki/Erawan Museum,"{'any': 0.70679933665008, 'human': 0.70182421227197, 'mt': 0.0049751243781095, 'mtSectionsCount': 2}",ru,88943226,Музей Эраван,//ru.wikipedia.org/wiki/Музей Эраван,391743
20171112111657,en,809530528,List of monospaced typefaces,//en.wikipedia.org/wiki/List of monospaced typefaces,"{'any': 0.75609756097561, 'human': 0.66829268292683, 'mt': 0.08780487804878, 'mtSectionsCount': 1}",ru,88943283,Список моноширинных шрифтов,//ru.wikipedia.org/wiki/Образцы моноширинных шрифтов,391767
20171112153746,en,800141929,Christmas on the International Space Station,//en.wikipedia.org/wiki/Christmas on the International Space Station,"{'any': 0.65475430759413, 'human': 0.61135928525846, 'mt': 0.043395022335673, 'mtSectionsCount': 2}",ru,88948010,Рождество на Международной космической станции,//ru.wikipedia.org/wiki/Рождество на Международной космической станции,391865
20171113100211,en,799244058,Dedham Vale,//en.wikipedia.org/wiki/Dedham Vale,"{'any': 0.57453321089685, 'human': 0.55096418732782, 'mt': 0.023569023569024, 'mtSectionsCount': 4}",ru,88962186,Дедхэм-Вэйл,//ru.wikipedia.org/wiki/Дедхэм-Вэйл,391942
20171113021155,en,799040576,Trump Village,//en.wikipedia.org/wiki/Trump Village,"{'any': 0.83368091762252, 'human': 0.82690302398332, 'mt': 0.0067778936392075, 'mtSectionsCount': 2}",ru,88957772,Трамр-Виллидж,//ru.wikipedia.org/wiki/Трамр-Виллидж,392085
20171113032259,en,810029810,Vytenis Andriukaitis,//en.wikipedia.org/wiki/Vytenis Andriukaitis,"{'any': 0.60725720384205, 'human': 0.57191286333103, 'mt': 0.035344340511018, 'mtSectionsCount': 11}",ru,88958234,"Андрюкайтис, Витенис","//ru.wikipedia.org/wiki/Андрюкайтис, Витенис",392098
20171113043432,en,794574517,Shantui,//en.wikipedia.org/wiki/Shantui,"{'any': 0.45151133501259, 'human': 0.44143576826196, 'mt': 0.01007556675063, 'mtSectionsCount': 2}",ru,88958571,Shantui,//ru.wikipedia.org/wiki/Shantui,392111
20171113054426,en,809236487,Volya (Bulgarian political party),//en.wikipedia.org/wiki/Volya (Bulgarian political party),"{'any': 0.286951144094, 'human': 0.27365491651206, 'mt': 0.013296227581942, 'mtSectionsCount': 4}",ru,88959038,Воля (Болгарская политическая партия),//ru.wikipedia.org/wiki/Воля (Болгарская политическая партия),392127
20171113061726,en,810074405,2017 Kermanshah earthquake,//en.wikipedia.org/wiki/2017 Kermanshah earthquake,"{'any': 0.62351632047478, 'human': 0.61461424332344, 'mt': 0.0089020771513353, 'mtSectionsCount': 2}",ru,88959341,Землетрясение в Иране (2017),//ru.wikipedia.org/wiki/Землетрясение в Иране (2017),392133
20171113101531,en,792773634,Bangkok National Museum,//en.wikipedia.org/wiki/Bangkok National Museum,"{'any': 0.83680771624144, 'human': 0.76151213441195, 'mt': 0.075295581829496, 'mtSectionsCount': 6}",ru,88962395,Национальный музей Бангкока,//ru.wikipedia.org/wiki/Национальный музей Бангкока,392163
20171113195202,en,804095034,Snake oil,//en.wikipedia.org/wiki/Snake oil,"{'any': 0.46867496179873, 'human': 0.45776031434185, 'mt': 0.010914647456887, 'mtSectionsCount': 4}",ru,88972290,Змеиное масло,//ru.wikipedia.org/wiki/Змеиное масло,392377
20171113221214,en,804862888,Bude,//en.wikipedia.org/wiki/Bude,"{'any': 0.19126213592233, 'human': 0.19091947458595, 'mt': 0.00034266133637921, 'mtSectionsCount': 1}",ru,88974738,Bude,//ru.wikipedia.org/wiki/Bude,392420
20171113233857,en,795288606,Cornwall Area of Outstanding Natural Beauty,//en.wikipedia.org/wiki/Cornwall Area of Outstanding Natural Beauty,"{'any': 0.38875359752048, 'human': 0.070400708434802, 'mt': 0.31835288908568, 'mtSectionsCount': 6}",ru,88975625,Участник:A Den Jentyl Ettien Avel Dysklyver/43/5000 Корнуоллская область выдающейся природной красоты,//ru.wikipedia.org/wiki/Участник:A Den Jentyl Ettien Avel Dysklyver/43/5000 Корнуоллская область выдающейся природной красоты,392446
20171114003925,en,807244494,Finnish sauna,//en.wikipedia.org/wiki/Finnish sauna,"{'any': 0.13990018816984, 'human': 0.13736398592817, 'mt': 0.0025362022416755, 'mtSectionsCount': 2}",ru,88976336,Финская баня,//ru.wikipedia.org/wiki/Финская баня,392452
20171114005444,en,788968116,Wildlife of Finland,//en.wikipedia.org/wiki/Wildlife of Finland,"{'any': 0.32941736783616, 'human': 0.12938561676457, 'mt': 0.2000317510716, 'mtSectionsCount': 4}",ru,88976448,Живой мир Финляндии,//ru.wikipedia.org/wiki/Живой мир Финляндии,392453
20171114122131,en,798443649,John Toland (author),//en.wikipedia.org/wiki/John Toland (author),"{'any': 0.94349315068493, 'human': 0.045162671232877, 'mt': 0.89833047945205, 'mtSectionsCount': 16}",ru,88983670,John Toland (author),//ru.wikipedia.org/wiki/John Toland (author),392625
20171115132244,en,810459031,Jacen Solo,//en.wikipedia.org/wiki/Jacen Solo,"{'any': 0.89907555963022, 'human': 0.025632210252884, 'mt': 0.87344334937734, 'mtSectionsCount': 51}",ru,89005018,Джейсен Соло,//ru.wikipedia.org/wiki/Джейсен Соло,393106
20171115165559,en,809560773,Equifax,//en.wikipedia.org/wiki/Equifax,"{'any': 0.40750177300307, 'human': 0.40726537259331, 'mt': 0.00023640040976071, 'mtSectionsCount': 1}",ru,89008907,Equifax,//ru.wikipedia.org/wiki/Equifax,393223
20171115183523,en,806140058,Statue of Franz Kafka,//en.wikipedia.org/wiki/Statue of Franz Kafka,"{'any': 0.90625, 'human': 0.76809210526316, 'mt': 0.13815789473684, 'mtSectionsCount': 3}",ru,89010690,Статуя Франца Кафки (Прага),//ru.wikipedia.org/wiki/Статуя Франца Кафки (Прага),393274
20171117204711,en,802447624,Catholic University of Eichstätt-Ingolstadt,//en.wikipedia.org/wiki/Catholic University of Eichstätt-Ingolstadt,"{'any': 0.69949722830991, 'human': 0.30462807786515, 'mt': 0.39486915044476, 'mtSectionsCount': 19}",ru,89050763,Католический университет Айхштетт-Ингольштадт,//ru.wikipedia.org/wiki/Католический университет Айхштетт-Ингольштадт,393433
20171116133605,en,798288483,Igor Olenicoff,//en.wikipedia.org/wiki/Igor Olenicoff,"{'any': 0.63912133891213, 'human': 0.35313807531381, 'mt': 0.28598326359833, 'mtSectionsCount': 12}",ru,89024871,Участница:Axlesaery/Igor Olenicoff,//ru.wikipedia.org/wiki/Участница:Axlesaery/Igor Olenicoff,393457
20171121133940,en,808789415,Chulalongkorn University,//en.wikipedia.org/wiki/Chulalongkorn University,"{'any': 0.49556418075963, 'human': 0.49309675630718, 'mt': 0.0024674244524536, 'mtSectionsCount': 5}",ru,89137554,Университет Чулалонгкорна,//ru.wikipedia.org/wiki/Университет Чулалонгкорна,393628
20171116220713,en,809456979,Thunderbolt (Saxon album),//en.wikipedia.org/wiki/Thunderbolt (Saxon album),"{'any': 0.94013237063779, 'human': 0.93561973525872, 'mt': 0.0045126353790614, 'mtSectionsCount': 2}",ru,89033314,Thunderbolt (Saxon album),//ru.wikipedia.org/wiki/Thunderbolt (Saxon album),393808
20171117102857,en,806951805,4-Chloroindole-3-acetic acid,//en.wikipedia.org/wiki/4-Chloroindole-3-acetic acid,"{'any': 0.25470729202328, 'human': 0.25265320095858, 'mt': 0.0020540910647039, 'mtSectionsCount': 1}",ru,89039968,4-Хлориндолил-3-уксусная кислотаacid,//ru.wikipedia.org/wiki/4-Хлориндолил-3-уксусная кислотаacid,394000
20171117110821,en,799121289,Indole-3-butyric acid,//en.wikipedia.org/wiki/Indole-3-butyric acid,"{'any': 0.80205090642739, 'human': 0.79234572422633, 'mt': 0.0097051822010621, 'mtSectionsCount': 4}",ru,89040787,Индолил-3-масляная кислота,//ru.wikipedia.org/wiki/Индолил-3-масляная кислота,394009
20171118094953,en,809789191,Svend Brinkmann,//en.wikipedia.org/wiki/Svend Brinkmann,"{'any': 0.45052770448549, 'human': 0.23658751099384, 'mt': 0.21394019349164, 'mtSectionsCount': 3}",ru,89058395,Участница:Axlesaery/Svend Brinkmann,//ru.wikipedia.org/wiki/Участница:Axlesaery/Svend Brinkmann,394360
20171118104931,en,780242247,Walter Eisfeld,//en.wikipedia.org/wiki/Walter Eisfeld,"{'any': 0.70925684485007, 'human': 0, 'mt': 0.70925684485007, 'mtSectionsCount': 6}",ru,89059838,"Айсфельд, Вальтер","//ru.wikipedia.org/wiki/Айсфельд, Вальтер",394386
20171119234436,en,810881343,Weinstein effect,//en.wikipedia.org/wiki/Weinstein effect,"{'any': 0.91331498019204, 'human': 0.73960921238166, 'mt': 0.17370576781038, 'mtSectionsCount': 4}",ru,89105164,Эффект Вайнштейна,//ru.wikipedia.org/wiki/Эффект Вайнштейна,394392
20171118140437,en,810857033,Grey's Anatomy (season 14),//en.wikipedia.org/wiki/Grey's Anatomy (season 14),"{'any': 0.25151777970512, 'human': 0.20628794449263, 'mt': 0.045229835212489, 'mtSectionsCount': 5}",ru,89067238,Анатомия страсти (сезон 14),//ru.wikipedia.org/wiki/Анатомия страсти (сезон 14),394429
20171207184325,en,790493457,Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+),//en.wikipedia.org/wiki/Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+),"{'any': 0.72315673636221, 'human': 0.63205470837919, 'mt': 0.091102027983022, 'mtSectionsCount': 2}",ru,89511136,Малатдегидрогеназа (оксалоацетат-декарбоксилаза) (НАДФ+),//ru.wikipedia.org/wiki/Малатдегидрогеназа (оксалоацетат-декарбоксилаза) (НАДФ+),394462
20171118194532,en,810929004,Joint Polar Satellite System,//en.wikipedia.org/wiki/Joint Polar Satellite System,"{'any': 0.20194160367571, 'human': 0.17452200978213, 'mt': 0.027419593893582, 'mtSectionsCount': 3}",ru,89078347,Joint Polar Satellite System,//ru.wikipedia.org/wiki/Joint Polar Satellite System,394626
20171118234541,en,810999434,Tesla Roadster (2020),//en.wikipedia.org/wiki/Tesla Roadster (2020),"{'any': 0.57986829727187, 'human': 0.57121354656632, 'mt': 0.0086547507055503, 'mtSectionsCount': 5}",ru,89083468,Tesla Roadster (2020),//ru.wikipedia.org/wiki/Tesla Roadster (2020),394700
20171119110346,en,793909417,Amanda Hendrix,//en.wikipedia.org/wiki/Amanda Hendrix,"{'any': 0.2830370942813, 'human': 0.28187789799073, 'mt': 0.0011591962905719, 'mtSectionsCount': 1}",ru,89090965,Участница:Axlesaery/Черновик,//ru.wikipedia.org/wiki/Участница:Axlesaery/Черновик,394758
20171119133920,en,796839866,We Need to Talk About Kevin,//en.wikipedia.org/wiki/We Need to Talk About Kevin,"{'any': 0.75687799043062, 'human': 0.7488038277512, 'mt': 0.0080741626794258, 'mtSectionsCount': 6}",ru,89093990,"""Цена нелюбви"" (""Что-то не так с Кевином"")","//ru.wikipedia.org/wiki/""Цена нелюбви"" (""Что-то не так с Кевином"")",394922
20171119172734,en,752731637,Printer's mark,//en.wikipedia.org/wiki/Printer's mark,"{'any': 0.72641931157801, 'human': 0.49530621367903, 'mt': 0.23111309789897, 'mtSectionsCount': 5}",ru,89092015,Участник:Lomogorov/Черновик4,//ru.wikipedia.org/wiki/Участник:Lomogorov/Черновик4,394923
20171119132305,en,709989245,Write-ahead logging,//en.wikipedia.org/wiki/Write-ahead logging,"{'any': 0.11287878787879, 'human': 0.11287878787879, 'mt': 0, 'mtSectionsCount': 0}",ru,89093674,Запись с предварительным журналированием,//ru.wikipedia.org/wiki/Запись с предварительным журналированием,394950
20171119175756,en,811049330,Setya Novanto,//en.wikipedia.org/wiki/Setya Novanto,"{'any': 0.42551190656757, 'human': 0.4242681632034, 'mt': 0.0012437433641741, 'mtSectionsCount': 2}",ru,89099904,Политика Индонезии,//ru.wikipedia.org/wiki/Политика Индонезии,395100
20171119203211,en,811124331,Azzedine Alaïa,//en.wikipedia.org/wiki/Azzedine Alaïa,"{'any': 0.75259322760394, 'human': 0.73330475782255, 'mt': 0.019288469781397, 'mtSectionsCount': 7}",ru,89103090,Azzedine Alaïa,//ru.wikipedia.org/wiki/Azzedine Alaïa,395117
20171120125207,en,810020725,Judeo-Christian,//en.wikipedia.org/wiki/Judeo-Christian,"{'any': 0.42311388755406, 'human': 0.086416786801217, 'mt': 0.33669710075284, 'mtSectionsCount': 10}",ru,89114964,Участница:Axlesaery/Черновик,//ru.wikipedia.org/wiki/Участница:Axlesaery/Черновик,395370
20171120133844,en,809422978,Culture of Thailand,//en.wikipedia.org/wiki/Culture of Thailand,"{'any': 0.92811087230416, 'human': 0.020726796610588, 'mt': 0.90738407569357, 'mtSectionsCount': 132}",ru,89115893,Участник:Qweasdqwe/Культура Тайланда,//ru.wikipedia.org/wiki/Участник:Qweasdqwe/Культура Тайланда,395401
20171121200815,en,805900353,Cayos Cochinos,//en.wikipedia.org/wiki/Cayos Cochinos,"{'any': 0.54697903822441, 'human': 0.46905055487053, 'mt': 0.077928483353884, 'mtSectionsCount': 2}",ru,89145137,Кочинос (острова),//ru.wikipedia.org/wiki/Кочинос (острова),395419
20171125135319,en,810385093,Geology of Japan,//en.wikipedia.org/wiki/Geology of Japan,"{'any': 0.56232839099396, 'human': 0.53069741900055, 'mt': 0.03163097199341, 'mtSectionsCount': 5}",ru,89243913,Геологическое строение Японии,//ru.wikipedia.org/wiki/Геологическое строение Японии,395426
20171129173055,en,809745067,Gene-for-gene relationship,//en.wikipedia.org/wiki/Gene-for-gene relationship,"{'any': 0.66049495875344, 'human': 0.64903758020165, 'mt': 0.011457378551787, 'mtSectionsCount': 7}",ru,89331051,"Отношения ""ген против гена""","//ru.wikipedia.org/wiki/Отношения ""ген против гена""",395588
20171120180902,en,783297726,Al-Buwaydah,//en.wikipedia.org/wiki/Al-Buwaydah,"{'any': 0.35310734463277, 'human': 0.34180790960452, 'mt': 0.011299435028249, 'mtSectionsCount': 1}",ru,89121488,Аль-Бавайдах,//ru.wikipedia.org/wiki/Аль-Бавайдах,395590
20171121130844,en,797165908,Chaleo Yoovidhya,//en.wikipedia.org/wiki/Chaleo Yoovidhya,"{'any': 0.8718540752713, 'human': 0.86908335257446, 'mt': 0.0027707226968368, 'mtSectionsCount': 2}",ru,89136901,"Йювидья, Чалео","//ru.wikipedia.org/wiki/Йювидья, Чалео",395904
